repo,pr_number,title,author,state,was_merged,body,created_at,closed_at,merged_at,additions,deletions,changed_files,commits,comments_count,review_comments_count
pandas-dev/pandas,63002,BUG: empty_frame[tuple] = values corrupting frame,jbrockmendel,closed,True,"- [x] closes #54385 (Replace xxxx with the GitHub issue number)
- [x] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature
- [ ] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit).
- [ ] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#type-hints) to new arguments/methods/functions.
- [x] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file if fixing a bug or adding a new feature.
",2025-11-05 22:51:18+00:00,2025-11-06 00:04:39+00:00,2025-11-06 00:04:39+00:00,17,1,3,1,1,0
pandas-dev/pandas,63001,DOC: fix --extra-inex-url keyword in install docs for nightly wheels,jorisvandenbossche,closed,True,"Changing `--extra-index` to `--extra-index-url`. Didn't verify if pip is actually accepting the former, but the latter is the argument as documented: https://pip.pypa.io/en/stable/cli/pip_install/#cmdoption-extra-index-url (and also what we use in our CI)",2025-11-05 20:01:19+00:00,2025-11-05 21:36:32+00:00,2025-11-05 21:36:32+00:00,1,1,1,1,1,0
pandas-dev/pandas,63000,   DOC: Replace @Appender decorators with inline docstrings in IntervalIndex,Geeeeeene,closed,True,"Hi @jbrockmendel ，Sorry about the PR description that looked AI-generated. I'm a newbie when it comes to open-source contributions, and this is my first contribution. Before submitting the PR description, I checked out other contributors' PRs and noticed that there didn't seem to be a standard template, so I asked AI to help me generate one. I'll personally fill in the description of my contribution below.Could you please review this PR again? I am happy to make any necessary changes based on the feedback.
Here’s what I got done:
-Removed 6 @Appender decorators (lines 162, 249, 284, 320, 415, 732)
- Added proper inline docstrings for each method
- Made sure the docs follow pandas standards
- Took out the related Appender imports",2025-11-05 17:35:53+00:00,2025-11-06 16:46:51+00:00,2025-11-06 16:46:51+00:00,275,112,1,3,3,0
pandas-dev/pandas,62997,Add strict=true in zip() in tests\arrays,IngramBJ,closed,True,"Added 'strict=True' parameter to zip calls for better error handling.
- [ ] xref #62434 (Replace xxxx with the GitHub issue number)
- [ ] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature
- [x] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit).
- [ ] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#type-hints) to new arguments/methods/functions.
- [ ] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file if fixing a bug or adding a new feature.
",2025-11-05 11:45:45+00:00,2025-11-05 18:13:31+00:00,2025-11-05 18:13:31+00:00,3,3,3,3,1,0
pandas-dev/pandas,62996,Add strict mode to zip in divmod tests in pandas\tests\arithmetic\test_numeric,IngramBJ,closed,True,"Added 'strict=True' parameter to zip calls for better error handling.
- [ ] xref #62434 (Replace xxxx with the GitHub issue number)
- [ ] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature
- [x] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit).
- [ ] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#type-hints) to new arguments/methods/functions.
- [ ] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file if fixing a bug or adding a new feature.
",2025-11-05 11:19:25+00:00,2025-11-05 18:12:20+00:00,2025-11-05 18:12:20+00:00,4,4,1,1,1,0
pandas-dev/pandas,62989,DEPR: silent string casting in binary Timedelta operations,jbrockmendel,closed,True,"- [x] closes #59653 (Replace xxxx with the GitHub issue number)
- [x] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature
- [ ] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit).
- [ ] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#type-hints) to new arguments/methods/functions.
- [x] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file if fixing a bug or adding a new feature.
",2025-11-04 23:04:01+00:00,2025-11-06 17:10:44+00:00,2025-11-06 17:10:44+00:00,71,6,3,3,1,0
pandas-dev/pandas,62987,CLN: remove unnecessary return tuple elements,jbrockmendel,closed,True,"- [ ] closes #xxxx (Replace xxxx with the GitHub issue number)
- [ ] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature
- [ ] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit).
- [ ] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#type-hints) to new arguments/methods/functions.
- [ ] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file if fixing a bug or adding a new feature.
",2025-11-04 20:57:42+00:00,2025-11-05 00:20:34+00:00,2025-11-05 00:20:34+00:00,6,9,1,3,1,0
pandas-dev/pandas,62986,BUG: td64 * masked_dtype raising,jbrockmendel,closed,True,"- [x] closes #58054 (Replace xxxx with the GitHub issue number)
- [x] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature
- [ ] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit).
- [ ] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#type-hints) to new arguments/methods/functions.
- [x] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file if fixing a bug or adding a new feature.
",2025-11-04 20:22:36+00:00,2025-11-04 22:08:30+00:00,2025-11-04 22:08:30+00:00,35,1,3,1,1,0
pandas-dev/pandas,62985,CI: Use macos-15-intel in python-dev job,mroeschke,closed,True,"e.g. https://github.com/pandas-dev/pandas/actions/runs/19078287540/job/54499758874
```
This is a scheduled macos-13 brownout. The macOS-13 based runner images are being deprecated. For more details, see https://github.com/actions/runner-images/issues/13046.
```",2025-11-04 18:48:48+00:00,2025-11-04 20:10:02+00:00,2025-11-04 20:10:02+00:00,1,2,1,1,1,0
pandas-dev/pandas,62984,"STY: Add strict=True in zip() in \core, \tests and \scripts",invain01,closed,True,"## Summary

This change enforces Ruff rule B905 (zip-without-explicit-strict) by adding `strict=True` or `strict=False` parameters to all `zip()` function calls in several critical pandas modules. This ensures that input iterables are of equal length, preventing silent truncation and potential data inconsistencies.

According to [issue #62434](https://github.com/pandas-dev/pandas/issues/62434), all `zip()` calls should ideally specify `strict=True` since most of the time there's an underlying assumption that the input arguments are of equal length.

## Modified Files

### 1. pandas/core/reshape/merge.py
**Purpose**: Core merge operation logic for combining DataFrames

**Specific Changes** (9 `zip()` calls updated):

| Line | Original | Updated |
|------|----------|---------|
| 1251 | `zip(self.join_names, self.left_on, self.right_on)` | `zip(self.join_names, self.left_on, self.right_on, strict=True)` |
| 1284 | `zip(self.join_names, self.left_on, self.right_on)` | `zip(self.join_names, self.left_on, self.right_on, strict=True)` |
| 1593 | `zip(self.left_on, self.right_on)` | `zip(self.left_on, self.right_on, strict=True)` |
| 1656 | `zip(self.right.index.levels, self.right.index.codes)` | `zip(self.right.index.levels, self.right.index.codes, strict=True)` |
| 1678 | `zip(self.left.index.levels, self.left.index.codes)` | `zip(self.left.index.levels, self.left.index.codes, strict=True)` |
| 1695 | `zip(self.left_join_keys, self.right_join_keys, self.join_names)` | `zip(self.left_join_keys, self.right_join_keys, self.join_names, strict=True)` |
| 2087 | `zip(*mapped)` | `zip(*mapped, strict=True)` |
| 2472 | `zip(left_join_keys, right_join_keys)` | `zip(left_join_keys, right_join_keys, strict=True)` |
| 2657 | `zip(*mapped)` | `zip(*mapped, strict=True)` |

**Rationale**: In merge operations, the join keys, levels, and codes must be of equal length. Using `strict=True` ensures that any data inconsistency will raise an error rather than silently truncating data.

### 2. pandas/core/reshape/concat.py
**Purpose**: Concatenation of DataFrame/Series objects

**Specific Changes** (3 `zip()` calls updated):

| Line | Original | Updated | Rationale |
|------|----------|---------|-----------|
| 869 | `zip(zipped, levels)` | `zip(zipped, levels, strict=True)` | Zipped and levels must have same length in MultiIndex construction |
| 875 | `zip(hlevel, indexes)` | `zip(hlevel, indexes, strict=False)` | Could have different lengths when handling non-uniform indexes |
| 925 | `zip(zipped, levels)` | `zip(zipped, levels, strict=True)` | Zipped and levels must have same length |

### 3. pandas/tests/plotting/frame/test_frame.py
**Purpose**: Test cases for DataFrame plotting functionality

**Specific Changes** (7 `zip()` calls updated):

| Line | Original | Updated | Rationale |
|------|----------|---------|-----------|
| 186 | `zip(string.ascii_letters[:10], range(10))` | `zip(string.ascii_letters[:10], range(10), strict=True)` | Both slices have fixed length 10 |
| 516 | `zip(normal_lines, stacked_lines)` | `zip(normal_lines, stacked_lines, strict=True)` | Both line collections should have equal length |
| 923 | `zip(result_yticklabels, expected_yticklabels)` | `zip(result_yticklabels, expected_yticklabels, strict=True)` | Expected and result tick labels should match |
| 1134 | `zip(axes, labels)` | `zip(axes, labels, strict=True)` | Axes and labels should be paired one-to-one |
| 1261 | `dict(zip([""A"", ""B""], ...))` | `dict(zip([""A"", ""B""], ..., strict=True))` | Dictionary construction expects equal number of keys and values |
| 1682 | `zip(axes, df.columns)` | `zip(axes, df.columns, strict=True)` | Each axis corresponds to exactly one column |
| 2384 | `dict(zip(xticklabels, ax.get_xticks()))` | `dict(zip(xticklabels, ax.get_xticks(), strict=False))` | Labels and ticks may differ after scaling |
| 2402 | `dict(zip(xticklabels, ax.get_xticks()))` | `dict(zip(xticklabels, ax.get_xticks(), strict=False))` | Labels and ticks may differ after scaling |
| 2478 | `zip(axes, expected_labels)` | `zip(axes, expected_labels, strict=True)` | Axes and labels should pair one-to-one |

### 4. pandas/tests/reshape/merge/test_merge_asof.py
**Purpose**: Test cases for asof-merge functionality

**Specific Changes** (3 `zip()` calls updated):

| Line | Original | Updated |
|------|----------|---------|
| 3252 | `list(zip([0, 5, 10, 15, 20, 25], [0, 1, 2, 3, 4, 5]))` | `list(zip([0, 5, 10, 15, 20, 25], [0, 1, 2, 3, 4, 5], strict=True))` |
| 3259 | `list(zip([0, 3, 9, 12, 15, 18], [0, 1, 2, 3, 4, 5]))` | `list(zip([0, 3, 9, 12, 15, 18], [0, 1, 2, 3, 4, 5], strict=True))` |
| 3270 | (inside multi-line zip) | Added `strict=True` to the `zip()` call | Test data construction requires exact pairing |

**Rationale**: Test data construction expects exact pairing of time intervals and values to ensure asof-merge semantics are correctly tested.

### 5. scripts/validate_unwanted_patterns.py
**Purpose**: Script for validating code patterns

**Specific Changes** (1 `zip()` call updated):

| Line | Original | Updated | Rationale |
|------|----------|---------|-----------|
| 269 | `zip(tokens, tokens[1:], tokens[2:])` | `zip(tokens, tokens[1:], tokens[2:], strict=False)` | Three different slice lengths; element-wise iteration can stop at shortest |

**Rationale**: The three lists have different lengths (original vs. slices), so `strict=False` is appropriate.

",2025-11-04 17:18:33+00:00,2025-11-05 18:10:16+00:00,2025-11-05 18:10:16+00:00,33,21,4,4,0,0
pandas-dev/pandas,62983,STY: Add strict=True to zip() calls in pandas/core/reshape/concat.py,IngramBJ,closed,True,"Some more changes to add 'strict=True' parameter to zip calls.

- [ ] xref #62434 (Replace xxxx with the GitHub issue number)
- [ ] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature
- [x] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit).
- [ ] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#type-hints) to new arguments/methods/functions.
- [ ] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file if fixing a bug or adding a new feature.
",2025-11-04 16:54:08+00:00,2025-11-04 17:46:39+00:00,2025-11-04 17:46:39+00:00,4,4,1,1,1,0
pandas-dev/pandas,62982,STY: Add strict=True to zip() calls in pandas/core/reshape/encoding.py (Ruff B905),IngramBJ,closed,True,"Added 'strict=True' parameter to zip calls for better error handling.

- [ ] xref #62434  (Replace xxxx with the GitHub issue number)
- [ ] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature
- [x] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit).
- [ ] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#type-hints) to new arguments/methods/functions.
- [ ] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file if fixing a bug or adding a new feature.
",2025-11-04 16:27:26+00:00,2025-11-04 17:45:39+00:00,2025-11-04 17:45:39+00:00,2,2,1,2,1,0
pandas-dev/pandas,62978,STY: apply b905 strict limit to zip in pandas/core/reshape/concat.py,AnonToky,closed,True,"checklist:

Fixes a single file as part of https://github.com/pandas-dev/pandas/issues/62434
- [ ] closes #xxxx (Replace xxxx with the GitHub issue number)
- [ ] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature
- [x] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit).
- [ ] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#type-hints) to new arguments/methods/functions.
- [ ] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file if fixing a bug or adding a new feature.
",2025-11-04 12:19:57+00:00,2025-11-04 15:51:14+00:00,2025-11-04 15:51:14+00:00,1,1,1,1,1,0
pandas-dev/pandas,62972,CLN: Use RangeIndex placeholder for Manager.reduce,mroeschke,closed,True,IMO it doesn't appear completely necessary to hold the `name=None` label in an `Index` when we can just assign it after the reduce operation,2025-11-03 19:33:30+00:00,2025-11-04 15:56:25+00:00,2025-11-04 15:56:25+00:00,5,9,3,3,1,0
pandas-dev/pandas,62971,BUG: copy.copy returning deep instead of shallow copy,mroeschke,closed,True,"Very minor, but per the [Python documentation](https://docs.python.org/3/library/copy.html#object.__copy__), `__copy__` should implement a shallow copy",2025-11-03 19:29:41+00:00,2025-11-04 15:57:44+00:00,2025-11-04 15:57:44+00:00,10,4,4,3,1,0
pandas-dev/pandas,62970,TST: Reduce deep copies in the test suite,mroeschke,closed,True,"Since most of the fixtures documentation that a copy is made to avoid changing attributes of Index/Series, a shallow copy should just be necessary instead of using a deep copy. But IMO tests should not be mutating fixtures",2025-11-03 17:48:08+00:00,2025-11-06 21:35:14+00:00,2025-11-06 21:35:14+00:00,15,21,7,5,1,3
pandas-dev/pandas,62969,REF: Make deep keyword only in Block(Manager).copy,mroeschke,closed,True,A change to make it more explicit internally when we need to deep vs shallow copy a Block or Manager. Keeps the current behavior,2025-11-03 17:45:05+00:00,2025-11-05 21:19:45+00:00,2025-11-05 21:19:45+00:00,21,32,7,7,0,5
pandas-dev/pandas,62968,TST: Improve runtime of some unit tests,mroeschke,closed,True,"* Reduced input data sizes
* Added `@pytest.mark.slow` to `pandas/tests/indexing/multiindex/test_indexing_slow.py`
* `test_read_csv_memory_growth_chunksize` removed as it's already covered by an ASV `ReadCSVMemoryGrowth`
* Made `test_memory_leak` more specific to checking a reference cycle",2025-11-03 17:39:54+00:00,2025-11-05 22:30:02+00:00,2025-11-05 22:30:02+00:00,50,67,8,16,1,4
pandas-dev/pandas,62967,[pre-commit.ci] pre-commit autoupdate,pre-commit-ci[bot],closed,True,"<!--pre-commit.ci start-->
updates:
- [github.com/astral-sh/ruff-pre-commit: v0.13.3 → v0.14.3](https://github.com/astral-sh/ruff-pre-commit/compare/v0.13.3...v0.14.3)
- [github.com/MarcoGorelli/cython-lint: v0.17.0 → v0.18.1](https://github.com/MarcoGorelli/cython-lint/compare/v0.17.0...v0.18.1)
- [github.com/PyCQA/isort: 6.1.0 → 7.0.0](https://github.com/PyCQA/isort/compare/6.1.0...7.0.0)
- [github.com/asottile/pyupgrade: v3.20.0 → v3.21.0](https://github.com/asottile/pyupgrade/compare/v3.20.0...v3.21.0)
- [github.com/sphinx-contrib/sphinx-lint: v1.0.0 → v1.0.1](https://github.com/sphinx-contrib/sphinx-lint/compare/v1.0.0...v1.0.1)
<!--pre-commit.ci end-->",2025-11-03 16:30:38+00:00,2025-11-03 17:30:09+00:00,2025-11-03 17:30:09+00:00,5,5,1,1,0,0
pandas-dev/pandas,62962,DOC: Add versionadded markers for anti joins,phofl,closed,True,"- [ ] closes #xxxx (Replace xxxx with the GitHub issue number)
- [ ] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature
- [ ] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit).
- [ ] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#type-hints) to new arguments/methods/functions.
- [ ] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file if fixing a bug or adding a new feature.
",2025-11-02 18:11:31+00:00,2025-11-06 17:13:08+00:00,2025-11-06 17:13:08+00:00,4,0,1,1,1,0
