repo,pr_number,title,author,state,was_merged,body,created_at,closed_at,merged_at,additions,deletions,changed_files,commits,comments_count,review_comments_count
tensorflow/tensorflow,103914,PR #32970: [NVIDIA GPU] Set nccl max channels to 32 for blackwell,copybara-service[bot],closed,True,"PR #32970: [NVIDIA GPU] Set nccl max channels to 32 for blackwell

Imported from GitHub PR https://github.com/openxla/xla/pull/32970

📝 Summary of Changes
Starting NCCL 2.28, nccl reduced the default max channels for collectives on blackwell from 32 to 16.
We need to pin it to 32 in xla to avoid surprise perf regressions.

🎯 Justification
Without this, default xla will incur perf regression after nccl 2.28 on blackwell.

🚀 Kind of Contribution
🐛 Bug Fix

📊 Benchmark (for Performance Improvements)
Ran all benchmarks on blackwell and observed no perf regressions with this change.

🧪 Unit Tests:
NA

🧪 Execution Tests:
All benchmarks under tools/benchmark

Copybara import of the project:

--
9da412947d8bd1af2c28bc0ece4dbe43e9119723 by TJ Xu <tjx@nvidia.com>:

set nccl max channels to 32 for blackwell

--
1838ffdf04a90cfbd4f75d5ff138be395d74d6e7 by TJ Xu <tjx@nvidia.com>:

Only set the cta count for blackwell only

--
53e0ec113f43556a94022634ee4bd22a08c83975 by TJ Xu <tjx@nvidia.com>:

removed macro

--
ee2d6038b150b8412afcd3de54ca0f3d8dd53dde by TJ Xu <tjx@nvidia.com>:

use runtime check for nccl version

--
9d68d5ca880d7afd7e458902337b16ff75fdfb43 by TJ Xu <tjx@nvidia.com>:

Changed include file

Merging this change closes #32970

FUTURE_COPYBARA_INTEGRATE_REVIEW=https://github.com/openxla/xla/pull/32970 from Tixxx:tixxx/set_max_cta_blackwell 9d68d5ca880d7afd7e458902337b16ff75fdfb43
",2025-11-07 10:05:43+00:00,2025-11-07 11:58:19+00:00,2025-11-07 11:58:18+00:00,45,18,7,1,0,0
tensorflow/tensorflow,103910,Move KernelMetadata into its own file,copybara-service[bot],closed,True,"Move KernelMetadata into its own file

- Takes the class `KernelMetadata` from `kernel.h` and moves it into a new file `kernel_metadata.h`
- Moves the setter and getter implementations from `kernel.cc` into `kernel_metadata.h`
- Adds some basic unit tests
- Fixes up dependencies in targets that depend on `KernelMetadata`
",2025-11-07 09:45:15+00:00,2025-11-07 11:45:01+00:00,2025-11-07 11:45:01+00:00,171,60,19,1,0,0
tensorflow/tensorflow,103909,PR #33671: fix(Triton/ROCm): Add missing createTritonGPUAllocateWarpGroups pass to pipeline,copybara-service[bot],closed,True,"PR #33671: fix(Triton/ROCm): Add missing createTritonGPUAllocateWarpGroups pass to pipeline

Imported from GitHub PR https://github.com/openxla/xla/pull/33671

This PR fixes the Triton compilation pipeline for ROCm by adding the `createTritonGPUAllocateWarpGroups` pass, which was missing.

This pass is necessary for the `ExtractThreadDims` function to work correctly during code generation. It adds the `ttg.total-num-warps` attribute to the MLIR module, which is later consumed in `emitter_helpers.cc`. Without this pass, the compilation fails when trying to extract thread dimensions.

c/ @khasanovaa @chsigg  @AleksaArsic

Copybara import of the project:

--
3f9c437a9decf9f9be9c87d52486da67440b403c by Hugo Mano <hugo@zml.ai>:

fix(Triton/ROCm): Add missing createTritonGPUAllocateWarpGroups pass to pipeline

--
4ec8907749e2c0de17ab5a694f2731f58435681f by Hugo Mano <hugo@zml.ai>:

format

Merging this change closes #33671

FUTURE_COPYBARA_INTEGRATE_REVIEW=https://github.com/openxla/xla/pull/33671 from hugomano:hugomano/fix-rocm-triton-compilation-pipeline 4ec8907749e2c0de17ab5a694f2731f58435681f
",2025-11-07 09:45:13+00:00,2025-11-07 17:56:34+00:00,2025-11-07 17:56:33+00:00,4,0,1,1,0,0
tensorflow/tensorflow,103908,[XLA:CPU] Pass MLIRContext to EmitFusionKernel.,copybara-service[bot],closed,True,"[XLA:CPU] Pass MLIRContext to EmitFusionKernel.
",2025-11-07 08:55:41+00:00,2025-11-07 14:58:53+00:00,2025-11-07 14:58:53+00:00,24,16,8,1,0,0
tensorflow/tensorflow,103907,Remove buffer sharing logic related to GPU SliceInput fusions,copybara-service[bot],closed,True,"Remove buffer sharing logic related to GPU SliceInput fusions

These fusions were created by the horizontal fusion passes. Those have been
deleted already.
",2025-11-07 08:49:00+00:00,2025-11-07 11:38:17+00:00,2025-11-07 11:38:17+00:00,0,376,3,1,0,0
tensorflow/tensorflow,103904,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-07 07:56:40+00:00,2025-11-07 10:39:44+00:00,2025-11-07 10:39:44+00:00,63,57,8,1,0,0
tensorflow/tensorflow,103903,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-07 07:53:53+00:00,2025-11-07 10:08:35+00:00,2025-11-07 10:08:35+00:00,8,8,3,1,0,0
tensorflow/tensorflow,103902,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-07 07:20:19+00:00,2025-11-07 09:03:34+00:00,2025-11-07 09:03:34+00:00,10,10,2,1,0,0
tensorflow/tensorflow,103898,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-07 06:04:38+00:00,2025-11-07 07:57:06+00:00,2025-11-07 07:57:06+00:00,79,74,3,1,0,0
tensorflow/tensorflow,103894,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-07 04:58:29+00:00,2025-11-07 06:55:48+00:00,2025-11-07 06:55:48+00:00,19,20,6,1,0,0
tensorflow/tensorflow,103889,Disclaim support for small dots in YNNPACK,copybara-service[bot],closed,True,"Disclaim support for small dots in YNNPACK

These are probably not that helpful to send to YNNPACK anyways, and this works around a bug where `xla_cpu_small_call` attributes result in inconsistent dot handling logic.
",2025-11-07 03:57:31+00:00,2025-11-07 05:06:58+00:00,2025-11-07 05:06:58+00:00,7,0,1,1,0,0
tensorflow/tensorflow,103888,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-07 03:49:34+00:00,2025-11-07 05:55:31+00:00,2025-11-07 05:55:31+00:00,2,1,1,1,0,0
tensorflow/tensorflow,103885,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-07 03:38:06+00:00,2025-11-08 07:06:05+00:00,2025-11-08 07:06:05+00:00,48,46,8,1,0,0
tensorflow/tensorflow,103876,PR #33655: [XLA:GPU] Set NCCL kernels to highest priority in cuda graph,copybara-service[bot],closed,True,"PR #33655: [XLA:GPU] Set NCCL kernels to highest priority in cuda graph

Imported from GitHub PR https://github.com/openxla/xla/pull/33655

📝 Summary of Changes
This PR change the default priority for NCCL kernels in command buffer to highest priority, which is the same as when NCCL is running without cuda-graph. 

🎯 Justification
Test below workloads on GB200 clusters, the PR's perf improvements, all have perf improvements, I think we should make the default setting.  

<img width=""283"" height=""155"" alt=""image"" src=""https://github.com/user-attachments/assets/377a7776-912b-42d3-a48e-a948be56c3c5"" />


🚀 Kind of Contribution
⚡️ Performance Improvement,

🧪 Unit Tests:
Change the default settings for command buffer command, not new feature. 



Copybara import of the project:

--
e50386a638abf6e346c1c8f2ca2512d924406676 by Shawn Wang <shawnw@nvidia.com>:

Set NCCL kernels to highest priority in cuda graph

Merging this change closes #33655

FUTURE_COPYBARA_INTEGRATE_REVIEW=https://github.com/openxla/xla/pull/33655 from shawnwang18:shawnw/set_nccl_priority_highest e50386a638abf6e346c1c8f2ca2512d924406676
",2025-11-07 01:43:06+00:00,2025-11-07 10:57:28+00:00,2025-11-07 10:57:28+00:00,1,1,1,1,0,0
tensorflow/tensorflow,103875,Rollback of CL breaking builds,copybara-service[bot],closed,True,"Rollback of CL breaking builds

Reverts ea9f8804e917315408ea9fbfd9044e33a0e556fe
",2025-11-07 00:57:55+00:00,2025-11-07 02:45:04+00:00,2025-11-07 02:45:04+00:00,4,78,4,1,0,0
tensorflow/tensorflow,103870,Add broadcasting APIs with support for bounded dynamism,copybara-service[bot],closed,True,"Add broadcasting APIs with support for bounded dynamism
",2025-11-06 23:42:59+00:00,2025-11-07 20:29:02+00:00,2025-11-07 20:29:02+00:00,805,0,1,1,0,0
tensorflow/tensorflow,103868,Integrate StableHLO at openxla/stablehlo@3f27c53c,copybara-service[bot],closed,True,"Integrate StableHLO at openxla/stablehlo@3f27c53c
",2025-11-06 23:29:03+00:00,2025-11-07 18:53:38+00:00,2025-11-07 18:53:38+00:00,38,634,2,1,0,0
tensorflow/tensorflow,103865,Reenable framework_build_test as presubmit,copybara-service[bot],closed,True,"Reenable framework_build_test as presubmit
",2025-11-06 23:03:34+00:00,2025-11-07 06:29:04+00:00,2025-11-07 06:29:04+00:00,0,1,1,1,0,0
tensorflow/tensorflow,103861,Replace ios_x86_64 with ios_arm64,copybara-service[bot],closed,True,"Replace ios_x86_64 with ios_arm64
",2025-11-06 21:53:47+00:00,2025-11-06 23:05:57+00:00,2025-11-06 23:05:57+00:00,2,2,1,1,0,0
tensorflow/tensorflow,103859,[xla:gpu] Add command buffer + profiling TraceMe warning,copybara-service[bot],closed,True,"[xla:gpu] Add command buffer + profiling TraceMe warning
",2025-11-06 21:25:13+00:00,2025-11-06 22:06:15+00:00,2025-11-06 22:06:15+00:00,2,1,1,1,0,0
tensorflow/tensorflow,103857,Reuse session in tests,copybara-service[bot],closed,True,"Reuse session in tests
",2025-11-06 20:53:32+00:00,2025-11-07 07:30:39+00:00,2025-11-07 07:30:39+00:00,541,463,3,1,0,0
tensorflow/tensorflow,103855,Remove @xla references in platform/default/*.bzl (Attempt 2),copybara-service[bot],closed,True,"Remove @xla references in platform/default/*.bzl (Attempt 2)
",2025-11-06 19:57:38+00:00,2025-11-07 00:05:18+00:00,2025-11-07 00:05:18+00:00,23,23,3,1,0,0
tensorflow/tensorflow,103853,PR #33681: [ROCm] Fix hermetic build,copybara-service[bot],closed,True,"PR #33681: [ROCm] Fix hermetic build

Imported from GitHub PR https://github.com/openxla/xla/pull/33681

📝 Summary of Changes
Fix build after got broken by this pr merge: [https://github.com/openxla/xla/pull/29769](https://github.com/openxla/xla/pull/29769/files)

🎯 Justification
Add back missing dependencies and make hipblaslt mandatory

🚀 Kind of Contribution
Please remove what does not apply: 🐛 Bug Fix, 

📊 Benchmark (for Performance Improvements)
Build fix for rocm config, not relevant

🧪 Unit Tests:
Build fix for rocm config, not relevant

🧪 Execution Tests:
Build fix for rocm config, not relevant

Copybara import of the project:

--
436d89a3aef19f4823f446e354eb64d615fa8fbb by Alexandros Theodoridis <atheodor@amd.com>:

Fix hermetic build

Merging this change closes #33681

FUTURE_COPYBARA_INTEGRATE_REVIEW=https://github.com/openxla/xla/pull/33681 from ROCm:fix_hermetic_build_add_missing_dependency 436d89a3aef19f4823f446e354eb64d615fa8fbb
",2025-11-06 19:17:43+00:00,2025-11-07 11:17:36+00:00,2025-11-07 11:17:36+00:00,56,41,4,1,0,0
tensorflow/tensorflow,103847,[xla:gpu] Skip autotuner configs if we fail to nest gemm fusion.,copybara-service[bot],closed,True,"[xla:gpu] Skip autotuner configs if we fail to nest gemm fusion.

We do not want to route anything to the legacy emitter anymore.

The autotuner now verifies that `NestGemmFusion` successfully rewrites the HLO module and that the resulting fusion is of the expected Triton nested GEMM kind.
",2025-11-06 17:02:48+00:00,2025-11-07 15:43:58+00:00,2025-11-07 15:43:58+00:00,11,0,1,1,0,0
tensorflow/tensorflow,103846,Enable new Triton emitter features and switch to nested GEMM fusion in tests.,copybara-service[bot],closed,True,"Enable new Triton emitter features and switch to nested GEMM fusion in tests.

The generic emitter uses this input and is the new default path. The legacy emitter will be removed soon.

Change fusion kind from `__triton_scaled_dot_fusion` to `__triton_nested_gemm_fusion` in one test so that `GemmFusionAutotunerRewriterVisitor::HandleFusion` does not add a `triton_gemm_config` which would then trigger NestGemmFusion to double nest and break tiling analysis. The plan here is to remove `__triton_scaled_dot_fusion` in the near future, so we don't need to do anything else.
",2025-11-06 16:51:40+00:00,2025-11-07 06:06:24+00:00,2025-11-07 06:06:24+00:00,15,41,1,1,0,0
tensorflow/tensorflow,103845,"`UnflattenCallGraph` assumed graph was flat, but we can get rid of assumption and use the pass for general deduplication. For this we should only hash unique computations, to avoid redundant work for performance.",copybara-service[bot],closed,True,"`UnflattenCallGraph` assumed graph was flat, but we can get rid of assumption and use the pass for general deduplication. For this we should only hash unique computations, to avoid redundant work for performance.
",2025-11-06 16:48:56+00:00,2025-11-07 16:27:31+00:00,2025-11-07 16:27:31+00:00,4,4,2,1,0,0
tensorflow/tensorflow,103844,NFC: Remove unused function and simplify return.,copybara-service[bot],closed,True,"NFC: Remove unused function and simplify return.

This change removes the unused `GetDotCount` function and simplifies the return statement in `NestGemmFusion::Run`.
",2025-11-06 16:46:45+00:00,2025-11-07 13:56:40+00:00,2025-11-07 13:56:40+00:00,1,8,1,1,0,0
tensorflow/tensorflow,103833,[XLA:CPU] Remove the unused CpuFusionEmitterBase.,copybara-service[bot],closed,True,"[XLA:CPU] Remove the unused CpuFusionEmitterBase.
",2025-11-06 15:08:33+00:00,2025-11-06 18:49:31+00:00,2025-11-06 18:49:30+00:00,0,18,1,1,0,0
tensorflow/tensorflow,103832,Integrate LLVM at llvm/llvm-project@2bc22ea02edd,copybara-service[bot],closed,True,"Integrate LLVM at llvm/llvm-project@2bc22ea02edd

Updates LLVM usage to match
[2bc22ea02edd](https://github.com/llvm/llvm-project/commit/2bc22ea02edd)
",2025-11-06 14:42:53+00:00,2025-11-08 05:23:39+00:00,2025-11-08 05:23:38+00:00,1722,9,6,1,0,0
tensorflow/tensorflow,103831,[XLA:GPU] pure mechanical rename from NanCount to FloatCheck and from nan_count to float_check,copybara-service[bot],closed,True,"[XLA:GPU] pure mechanical rename from NanCount to FloatCheck and from nan_count to float_check

The goal of the cl is to prepare the code base for more float checks.
It will be Inf check, min and max checks, etc.
",2025-11-06 14:11:39+00:00,2025-11-06 17:29:41+00:00,2025-11-06 17:29:41+00:00,125,118,17,1,0,0
tensorflow/tensorflow,103827,Migrate Triton dot algorithm tests to use nested GEMM fusion.,copybara-service[bot],closed,True,"Migrate Triton dot algorithm tests to use nested GEMM fusion.

The generic emitter uses this input and is the new default path. The legacy emitter will be removed soon.

This change updates several tests to use the `__triton_nested_gemm_fusion` backend config instead of the legacy `__triton_gemm`. This involves restructuring the HLO to include nested fusions for the LHS and RHS operands. Additionally, several generic Triton emitter features are enabled in the test debug options to support the new nested fusion structure. The test utility for dot fusions is also updated to correctly parse block-level parameters from the backend config.

Reverts c963ecc3131a1726b2e604766b2b416368031fb2
",2025-11-06 13:21:45+00:00,2025-11-06 16:01:58+00:00,2025-11-06 16:01:58+00:00,142,47,4,1,0,0
tensorflow/tensorflow,103826,Introduce KernelArgumentPackingSpec,copybara-service[bot],closed,True,"Introduce KernelArgumentPackingSpec

This is a declarative way of defining a transformation from `xla::emitters::KernelArguments` to the actual kernel launch arguments that a specific CUDA or ROCm kernel needs.

`xla::emitters::KernelArguments` derives the kernel arguments from the HLO parameters and result. It's order is fixed and the argument type is always a pointer to a buffer since every HLO value is getting turned into a buffer.

Currently when we want to launch a custom kernel that don't comply with the order of `xla::emitters::KernelArguments` or when we need some additional parameters we define a `stream_executor::Kernel::KernelArgsPacking` which is callback function that does the argument packing (transformation). This is infinitively flexible but doesn't allow serialization to a proto.

`KernelArgumentPackingSpec` solves that by allowing to create the kernel arguments ahead of time with some placeholders where later on the buffer addresses will be inserted.
",2025-11-06 12:35:59+00:00,2025-11-08 17:23:44+00:00,2025-11-08 17:23:44+00:00,645,0,5,1,0,0
tensorflow/tensorflow,103824,[XLA:GPU] Simplify kernel registration.,copybara-service[bot],closed,True,"[XLA:GPU] Simplify kernel registration.

We don't need the lambda, and we can directly return KernelLoaderSpec instead
of StatusOr<KernelLoaderSpec>.

FUTURE_COPYBARA_INTEGRATE_REVIEW=https://github.com/openxla/xla/pull/32628 from mtsokol:docs/error-codes fed970962e5b38eb2ae977bf57d50eacd0f85acf
",2025-11-06 12:24:10+00:00,2025-11-06 15:15:49+00:00,2025-11-06 15:15:49+00:00,9,14,2,1,0,0
tensorflow/tensorflow,103818,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change

Reverts c963ecc3131a1726b2e604766b2b416368031fb2

FUTURE_COPYBARA_INTEGRATE_REVIEW=https://github.com/openxla/xla/pull/32628 from mtsokol:docs/error-codes fed970962e5b38eb2ae977bf57d50eacd0f85acf
",2025-11-06 11:00:41+00:00,2025-11-06 15:55:20+00:00,2025-11-06 15:55:20+00:00,2,3,1,1,0,0
tensorflow/tensorflow,103817,"Move `GpuThunkGpuAotCompilationResult` to a new file, and rename it.",copybara-service[bot],closed,True,"Move `GpuThunkGpuAotCompilationResult` to a new file, and rename it.

Moving it out of the `gpu_compiler.cc` since that class is already huge.

Renaming to legacy since it will be replaced the new result form the runtime split project, and removing the ""thunk"" part since this has nothing to do with thunks (unlike the new upcoming result).

Unfortunately we had to create a `LoadExecutableFromAotResult` function in compiler.h to avoid a circular dependency in between `LegacyGpuAotCompilationResult` and `GpuCompiler`.

Also fixing some includes and braces along the way.

FUTURE_COPYBARA_INTEGRATE_REVIEW=https://github.com/openxla/xla/pull/32934 from Intel-tensorflow:akhil/modify_change_op_type_condition e74b6f19977e6095e312707f48b13dc7e1f9ea43
",2025-11-06 10:38:43+00:00,2025-11-07 12:13:39+00:00,2025-11-07 12:13:38+00:00,353,195,7,1,0,0
tensorflow/tensorflow,103815,Fix the pipeline for YNN reduce fusions.,copybara-service[bot],closed,True,"Fix the pipeline for YNN reduce fusions.
",2025-11-06 10:20:06+00:00,2025-11-06 17:44:17+00:00,2025-11-06 17:44:16+00:00,4,0,1,1,0,0
tensorflow/tensorflow,103814,Reverts c963ecc3131a1726b2e604766b2b416368031fb2,copybara-service[bot],closed,True,"Reverts c963ecc3131a1726b2e604766b2b416368031fb2
",2025-11-06 10:01:26+00:00,2025-11-06 14:31:38+00:00,2025-11-06 14:31:38+00:00,177,162,8,1,0,0
tensorflow/tensorflow,103792,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change

FUTURE_COPYBARA_INTEGRATE_REVIEW=https://github.com/openxla/xla/pull/33106 from dimvar:cudnn-cuda-graph b2f357e89343eaf5325df9b88b68acd04f6fdf87
",2025-11-06 07:47:42+00:00,2025-11-06 14:03:49+00:00,2025-11-06 14:03:49+00:00,25,25,3,1,0,0
tensorflow/tensorflow,103780,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change

FUTURE_COPYBARA_INTEGRATE_REVIEW=https://github.com/openxla/xla/pull/33106 from dimvar:cudnn-cuda-graph b2f357e89343eaf5325df9b88b68acd04f6fdf87
",2025-11-06 07:45:28+00:00,2025-11-06 14:19:24+00:00,2025-11-06 14:19:24+00:00,56,55,12,1,0,0
tensorflow/tensorflow,103779,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 07:45:26+00:00,2025-11-06 13:19:01+00:00,2025-11-06 13:19:01+00:00,22,19,3,1,0,0
tensorflow/tensorflow,103773,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change

Reverts c963ecc3131a1726b2e604766b2b416368031fb2
",2025-11-06 07:45:01+00:00,2025-11-06 16:55:28+00:00,2025-11-06 16:55:28+00:00,39,36,2,1,0,0
tensorflow/tensorflow,103771,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 07:44:56+00:00,2025-11-07 04:57:40+00:00,2025-11-07 04:57:40+00:00,130,124,16,1,0,0
tensorflow/tensorflow,103761,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 07:44:18+00:00,2025-11-07 04:29:19+00:00,2025-11-07 04:29:19+00:00,12,11,3,1,0,0
tensorflow/tensorflow,103750,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change

Reverts c963ecc3131a1726b2e604766b2b416368031fb2
",2025-11-06 07:43:32+00:00,2025-11-06 16:15:56+00:00,2025-11-06 16:15:56+00:00,9,9,3,1,0,0
tensorflow/tensorflow,103741,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 07:42:25+00:00,2025-11-06 12:40:24+00:00,2025-11-06 12:40:24+00:00,1,1,1,1,0,0
tensorflow/tensorflow,103735,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 07:41:45+00:00,2025-11-06 13:34:11+00:00,2025-11-06 13:34:11+00:00,70,66,8,1,0,0
tensorflow/tensorflow,103733,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 07:41:42+00:00,2025-11-06 13:12:00+00:00,2025-11-06 13:12:00+00:00,218,209,14,1,0,0
tensorflow/tensorflow,103726,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 07:41:02+00:00,2025-11-06 12:57:15+00:00,2025-11-06 12:57:16+00:00,3,3,2,1,0,0
tensorflow/tensorflow,103716,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 07:40:09+00:00,2025-11-07 03:56:06+00:00,2025-11-07 03:56:06+00:00,2,2,1,1,0,0
tensorflow/tensorflow,103712,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 07:26:16+00:00,2025-11-06 12:46:26+00:00,2025-11-06 12:46:26+00:00,26,25,5,1,0,0
tensorflow/tensorflow,103704,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 06:57:35+00:00,2025-11-06 12:32:02+00:00,2025-11-06 12:32:02+00:00,9,9,2,1,0,0
tensorflow/tensorflow,103694,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 06:54:59+00:00,2025-11-06 11:03:18+00:00,2025-11-06 11:03:18+00:00,12,12,3,1,0,0
tensorflow/tensorflow,103693,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 06:54:11+00:00,2025-11-06 11:55:38+00:00,2025-11-06 11:55:38+00:00,4,4,1,1,0,0
tensorflow/tensorflow,103691,Automated Code Change,copybara-service[bot],closed,True,"Automated Code Change
",2025-11-06 06:54:02+00:00,2025-11-06 11:09:09+00:00,2025-11-06 11:09:08+00:00,401,376,34,1,0,0
